ID;Fecha_Nacim;Edad;Educacion;Estado_Civil;Ingreso_Anual;Niños;Adolescente;Fecha_ingreso;Dias_Ulti_Comp;Gastos_Vinos;Gastos_Frutas;Gastos_Carne;Gastos_Pescados;Gastos_Dulces;Gastos_Joyas;Cant_Ofertas;Cant_Comp_Web;Cant_catalogo_comp;Cant_Com_Almacen;Num_Visitas_Web
231;1977;45;Universitario;Casado;75330;Un hijo;1;4/10/2012;94;555;82;257;93;61;61;4;10;3;12;6
232;1968;54;Secundario;Casado;44377;Un hijo;1;5/10/2012;70;224;0;30;0;0;10;8;5;1;5;8
233;1960;62;Universitario;Pareja;63381;Sin hijos;1;5/10/2012;78;571;50;142;33;50;159;4;4;5;13;2
234;1960;62;Universitario;Pareja;63381;Sin hijos;1;5/10/2012;78;571;50;142;33;50;159;4;4;5;13;2
235;1985;37;Universitario;Soltero;70596;Sin hijos;0;5/10/2012;68;347;44;534;17;0;26;1;3;5;12;2
236;1988;34;Primario;Soltero;23331;Un hijo;0;5/10/2012;97;104;20;101;24;15;5;6;5;1;5;9
237;1985;37;Universitario;Soltero;70596;Sin hijos;0;5/10/2012;68;347;44;534;17;0;26;1;3;5;12;2
238;1973;49;Universitario;Casado;20895;Un hijo;0;6/10/2012;24;18;3;17;3;0;4;1;2;0;3;9
239;1973;49;Universitario;Divorciado;71128;Un hijo;0;6/10/2012;80;958;159;447;20;0;31;3;2;10;12;7
240;1973;49;Universitario;Viudo;60208;Un hijo;1;7/10/2012;13;488;23;71;15;0;59;11;8;3;7;7
241;1952;70;Secundario;Pareja;61010;Sin hijos;1;9/10/2012;57;888;0;57;0;0;76;2;8;5;11;5
242;1987;35;Universitario;Casado;17323;Sin hijos;0;10/10/2012;38;3;14;17;6;1;5;1;1;0;3;8
243;1970;52;Universitario;Pareja;40548;Sin hijos;1;10/10/2012;31;110;0;5;2;0;3;2;2;1;4;5
244;1979;43;Universitario;Divorciado;15287;Un hijo;0;10/10/2012;60;1;2;8;4;3;13;2;1;1;2;7
245;1960;62;Master;Pareja;83151;Sin hijos;0;10/10/2012;93;407;28;100;120;74;18;1;5;9;4;3
246;1979;43;Universitario;Divorciado;15287;Un hijo;0;10/10/2012;60;1;2;8;4;3;13;2;1;1;2;7
247;1964;58;Secundario;Casado;60896;Sin hijos;1;11/10/2012;90;1013;30;399;60;46;153;3;9;10;4;6
248;1976;46;Universitario;Soltero;75825;Sin hijos;0;12/10/2012;40;1032;105;779;137;105;51;0;5;8;9;4
249;1984;38;Secundario;Soltero;39684;Un hijo;0;12/10/2012;41;19;0;35;6;4;17;2;2;1;2;7
250;1973;49;Universitario;Casado;33471;Un hijo;0;12/10/2012;47;43;2;27;0;9;12;3;3;0;4;7
251;1970;52;Master;Casado;44511;Un hijo;0;12/10/2012;39;513;7;133;46;14;14;6;8;4;8;8
252;1995;27;Primario;Soltero;80617;Sin hijos;0;12/10/2012;42;594;51;631;72;55;32;1;4;6;8;2
253;1974;48;Secundario;Soltero;30899;Un hijo;0;13/10/2012;35;24;0;8;0;0;1;2;1;0;3;6
254;1980;42;Universitario;Pareja;44010;Un hijo;0;13/10/2012;46;186;36;234;86;72;48;6;10;2;6;9
255;1965;57;Master;Soltero;33168;Sin hijos;1;13/10/2012;0;80;1;37;0;1;3;3;2;1;4;7
256;1986;36;Universitario;Soltero;26576;Un hijo;0;13/10/2012;40;10;0;8;0;0;9;1;1;0;2;9
257;1971;51;Universitario;Divorciado;43300;Sin hijos;1;13/10/2012;87;91;3;52;2;1;31;3;4;0;4;8
258;1977;45;Secundario;Casado;28973;Sin hijos;0;13/10/2012;59;206;0;46;3;2;12;2;5;1;5;8
259;1971;51;Master;Pareja;80573;Sin hijos;0;14/10/2012;85;829;138;430;60;92;15;1;4;6;13;2
260;1968;54;Universitario;Casado;64590;Sin hijos;0;14/10/2012;98;920;138;168;36;46;30;1;9;4;10;6
261;1974;48;Universitario;Pareja;75702;Sin hijos;1;14/10/2012;87;1073;0;629;145;37;37;1;10;5;13;6
262;1971;51;Master;Pareja;80573;Sin hijos;0;14/10/2012;85;829;138;430;60;92;15;1;4;6;13;2
263;1985;37;Master;Pareja;40101;Un hijo;0;14/10/2012;73;171;3;129;26;24;62;4;6;1;6;7
264;1970;52;Secundario;Casado;38097;Un hijo;1;15/10/2012;70;77;2;35;0;1;69;4;3;2;2;7
265;1984;38;Secundario;Casado;70643;Sin hijos;0;15/10/2012;66;1218;107;304;23;143;33;1;5;8;4;6
266;1968;54;Universitario;Soltero;35893;Un hijo;1;15/10/2012;80;158;0;23;0;0;18;6;3;1;5;8
267;1954;68;Secundario;Casado;52869;Un hijo;1;15/10/2012;40;84;3;61;2;1;21;3;3;1;4;7
268;1961;61;Secundario;Pareja;63342;Sin hijos;1;16/10/2012;48;918;21;118;13;10;21;3;8;3;5;6
269;1975;47;Universitario;Casado;35797;Sin hijos;1;16/10/2012;16;27;1;14;4;1;21;2;2;0;3;8
270;1971;51;Secundario;Casado;71969;Sin hijos;1;16/10/2012;59;1000;0;76;0;0;10;3;3;4;9;8
271;1961;61;Secundario;Pareja;63342;Sin hijos;1;16/10/2012;48;918;21;118;13;10;21;3;8;3;5;6
272;1963;59;Universitario;Casado;50437;Sin hijos;2;17/10/2012;28;370;9;92;6;9;4;3;7;1;8;7
273;1979;43;Universitario;Pareja;30545;Un hijo;0;17/10/2012;71;4;12;15;19;7;12;2;2;0;3;7
274;1976;46;Universitario;Casado;59809;Sin hijos;2;18/10/2012;36;598;16;141;32;41;49;3;3;3;6;8
275;1973;49;Secundario;Soltero;48432;Sin hijos;1;18/10/2012;3;322;3;50;4;3;42;5;7;1;6;8
276;1971;51;Universitario;Divorciado;25818;Un hijo;0;18/10/2012;51;5;2;8;2;2;9;1;0;1;2;7
277;1973;49;Secundario;Soltero;48432;Sin hijos;1;18/10/2012;3;322;3;50;4;3;42;5;7;1;6;8
278;1973;49;Secundario;Soltero;48432;Sin hijos;1;18/10/2012;3;322;3;50;4;3;42;5;7;1;6;8
279;1992;30;Master;Soltero;92859;Sin hijos;0;19/10/2012;46;962;61;921;52;61;20;1;5;4;12;2
280;1965;57;Universitario;Casado;59594;Sin hijos;1;20/10/2012;74;457;4;29;0;0;9;1;8;1;7;7
281;1956;66;Universitario;Soltero;91249;Sin hijos;0;20/10/2012;84;1324;27;119;71;108;27;0;7;9;6;4
282;1965;57;Master;Soltero;55250;Sin hijos;1;21/10/2012;49;664;58;83;32;0;66;4;7;5;10;5
283;1964;58;Universitario;Soltero;45989;Sin hijos;1;22/10/2012;97;138;33;87;28;24;12;4;3;2;7;3
284;1986;36;Universitario;Casado;22518;Un hijo;0;22/10/2012;36;11;7;12;2;2;27;2;2;1;2;5
285;1956;66;Universitario;Soltero;46998;Sin hijos;1;22/10/2012;55;172;41;86;45;6;27;5;5;3;5;7
286;1972;50;Secundario;Casado;62010;Sin hijos;1;23/10/2012;93;371;22;39;6;0;92;4;6;2;7;5
287;1965;57;Primario;Divorciado;60161;Sin hijos;1;23/10/2012;17;584;44;212;46;8;177;3;11;4;8;8
288;1948;74;Master;Viudo;78427;Sin hijos;0;24/10/2012;36;972;19;595;180;26;138;3;3;7;10;3
289;1976;46;Universitario;Pareja;51369;Sin hijos;1;25/10/2012;84;297;7;79;0;11;182;2;8;2;4;8
290;1976;46;Universitario;Pareja;51369;Sin hijos;1;25/10/2012;84;297;7;79;0;11;182;2;8;2;4;8
291;1969;53;Universitario;Divorciado;23910;Un hijo;0;26/10/2012;80;16;12;18;7;1;13;1;2;0;3;7
292;1975;47;Primario;Casado;30801;Sin hijos;1;26/10/2012;23;8;4;5;15;2;11;2;1;0;3;7
293;1952;70;Universitario;Casado;81795;Sin hijos;0;26/10/2012;74;324;132;693;27;118;88;1;4;11;7;2
294;1974;48;Universitario;Casado;72099;Sin hijos;0;27/10/2012;18;546;91;410;119;0;22;1;3;4;10;1
295;1981;41;Universitario;Pareja;56386;Un hijo;1;27/10/2012;51;230;48;214;13;32;75;8;9;1;7;9
296;1975;47;Universitario;Casado;23957;Un hijo;0;28/10/2012;47;2;1;18;20;11;16;1;2;0;3;6
297;1975;47;Universitario;Casado;48178;Un hijo;1;28/10/2012;69;159;4;45;6;2;38;6;5;1;4;8
298;1952;70;Primario;Viudo;28457;Sin hijos;0;28/10/2012;96;24;1;108;29;29;14;1;4;1;4;8
299;1962;60;Master;Pareja;47175;Un hijo;1;28/10/2012;81;167;2;44;6;2;19;7;4;2;4;8
300;1952;70;Secundario;Divorciado;46610;Sin hijos;2;29/10/2012;8;96;12;96;33;22;43;6;4;1;6;6
301;1969;53;Master;Pareja;65176;Sin hijos;1;29/10/2012;57;960;28;183;220;70;70;4;9;6;6;6
302;1989;33;Universitario;Casado;42387;Un hijo;0;29/10/2012;42;235;0;235;19;4;191;5;8;1;7;8
303;1986;36;Primario;Casado;20425;Un hijo;0;29/10/2012;5;4;12;5;3;16;17;2;2;0;3;7
304;1955;67;Universitario;Pareja;42586;Un hijo;1;29/10/2012;7;194;2;56;0;0;0;5;4;1;6;8
305;1955;67;Universitario;Pareja;42586;Un hijo;1;29/10/2012;7;194;2;56;0;0;0;5;4;1;6;8
306;1978;44;Secundario;Casado;72159;Sin hijos;0;29/10/2012;62;322;53;899;34;40;53;1;4;6;10;2
307;1952;70;Secundario;Casado;77610;Sin hijos;1;29/10/2012;70;1245;33;332;21;33;16;2;4;7;4;7
308;1986;36;Primario;Casado;20425;Un hijo;0;29/10/2012;5;4;12;5;3;16;17;2;2;0;3;7
309;1963;59;Secundario;Casado;81300;Sin hijos;1;30/10/2012;17;1004;12;145;32;12;36;3;10;3;5;5
310;1980;42;Universitario;Casado;82497;Sin hijos;0;31/10/2012;32;777;129;573;216;21;203;1;2;7;9;4
311;1970;52;Universitario;Viudo;31880;Un hijo;0;31/10/2012;13;4;1;5;2;0;3;1;1;0;2;8
312;1977;45;Universitario;Casado;41124;Un hijo;0;31/10/2012;41;281;7;84;15;0;119;7;7;3;4;8
313;1986;36;Primario;Soltero;80910;Sin hijos;0;31/10/2012;71;160;80;369;67;39;41;1;3;3;8;1
314;1972;50;Universitario;Casado;56721;Un hijo;1;31/10/2012;64;157;6;39;6;13;75;5;4;1;5;6
315;1979;43;Universitario;Casado;71626;Sin hijos;0;1/11/2012;94;546;72;376;94;145;72;1;5;5;8;3
316;1988;34;Universitario;Casado;24645;Un hijo;0;1/11/2012;16;5;3;4;4;1;0;1;1;0;2;8
317;1977;45;Secundario;Pareja;102160;Sin hijos;0;2/11/2012;54;763;29;138;76;176;58;0;7;9;10;4
318;1982;40;Universitario;Casado;63211;Sin hijos;0;2/11/2012;3;145;193;459;205;26;145;2;3;8;7;2
319;1985;37;Primario;Soltero;33812;Un hijo;0;3/11/2012;86;4;17;19;30;24;39;2;2;1;3;6
320;1978;44;Universitario;Casado;17345;Un hijo;0;3/11/2012;79;4;9;16;17;0;12;2;2;1;2;8
321;1954;68;Universitario;Casado;38998;Un hijo;1;3/11/2012;92;34;1;14;0;0;5;3;2;0;3;8
322;1952;70;Master;Casado;33444;Un hijo;1;3/11/2012;24;8;0;8;0;0;2;1;1;0;2;8
323;1954;68;Universitario;Casado;38998;Un hijo;1;3/11/2012;92;34;1;14;0;0;5;3;2;0;3;8
324;1955;67;Secundario;Casado;22554;Un hijo;1;3/11/2012;38;27;0;10;0;0;4;4;2;0;4;5
325;1967;55;Universitario;Soltero;46904;Un hijo;1;3/11/2012;20;153;4;56;0;9;31;4;5;1;4;8
326;1984;38;Universitario;Soltero;52413;Un hijo;0;3/11/2012;67;185;8;133;56;56;12;2;7;1;7;7
327;1964;58;Primario;Pareja;68316;Sin hijos;1;4/11/2012;54;806;80;161;120;11;33;5;10;7;10;6
328;1945;77;Secundario;Casado;70356;Sin hijos;0;5/11/2012;20;1349;16;249;43;16;33;2;10;6;9;6
329;1953;69;Master;Casado;65569;Sin hijos;1;5/11/2012;96;397;46;288;20;38;70;2;6;5;10;3
330;1951;71;Primario;Casado;26997;Sin hijos;0;5/11/2012;89;7;23;78;133;49;144;2;4;2;5;7
331;1973;49;Master;Casado;54108;Un hijo;1;5/11/2012;74;539;6;91;8;6;97;13;8;2;9;8
332;1974;48;Secundario;Soltero;63159;Sin hijos;0;5/11/2012;74;965;34;586;89;86;37;1;3;5;8;3
333;1957;65;Primario;Casado;82347;Sin hijos;0;6/11/2012;38;556;54;845;202;133;63;1;7;7;10;3
334;1957;65;Primario;Casado;82347;Sin hijos;0;6/11/2012;38;556;54;845;202;133;63;1;7;7;10;3
335;1953;69;Universitario;Viudo;53653;Sin hijos;0;7/11/2012;29;815;10;239;28;10;108;2;10;4;12;6
336;1957;65;Secundario;Casado;82017;Sin hijos;0;7/11/2012;58;184;23;446;30;23;23;1;5;4;7;2
337;1975;47;Primario;Pareja;46772;Sin hijos;1;7/11/2012;88;350;104;189;197;151;57;6;11;8;5;8
338;1966;56;Secundario;Casado;69063;Sin hijos;1;7/11/2012;16;666;35;124;69;8;26;1;5;3;5;3
339;1960;62;Universitario;Casado;51651;Sin hijos;1;7/11/2012;32;293;6;23;13;6;92;4;6;2;5;8
340;1954;68;Secundario;Casado;72550;Un hijo;1;8/11/2012;39;826;50;317;50;38;38;9;5;2;12;8
341;1987;35;Universitario;Pareja;18227;Un hijo;0;8/11/2012;21;1;2;7;4;3;11;1;0;1;2;8
342;1956;66;Master;Casado;52973;Sin hijos;1;8/11/2012;92;856;0;76;12;9;199;7;9;6;9;8
343;1996;26;Primario;Casado;7500;Sin hijos;0;9/11/2012;24;3;18;14;15;22;50;3;3;1;3;9
344;1980;42;Primario;Pareja;14515;Un hijo;0;9/11/2012;71;6;4;9;6;36;35;4;2;2;3;7
345;1976;46;Universitario;Casado;53858;Sin hijos;1;9/11/2012;50;407;53;221;58;150;26;4;4;3;6;4
346;1969;53;Secundario;Soltero;48240;Sin hijos;0;9/11/2012;73;389;91;248;64;49;41;3;6;3;13;5
347;1982;40;Universitario;Casado;69109;Sin hijos;0;9/11/2012;10;823;25;459;124;29;95;1;6;6;7;4
348;1975;47;Primario;Soltero;41658;Un hijo;1;9/11/2012;30;8;4;12;15;4;29;2;1;1;2;4
349;1963;59;Universitario;Soltero;30983;Sin hijos;0;9/11/2012;50;51;4;50;12;1;49;1;4;0;3;8
350;1982;40;Universitario;Casado;69109;Sin hijos;0;9/11/2012;10;823;25;459;124;29;95;1;6;6;7;4
351;1991;31;Secundario;Soltero;68126;Sin hijos;0;10/11/2012;40;1332;17;311;23;51;86;1;7;4;5;9
352;1984;38;Master;Soltero;18890;Sin hijos;0;10/11/2012;5;6;4;1;7;2;15;1;0;1;2;6
353;1974;48;Secundario;Casado;45207;Un hijo;1;10/11/2012;64;203;0;10;0;0;2;5;3;1;6;6
354;1981;41;Universitario;Casado;19419;Un hijo;0;10/11/2012;76;2;14;28;16;3;7;4;4;0;3;9
355;1966;56;Universitario;Casado;80398;Sin hijos;0;10/11/2012;92;342;51;936;207;35;26;1;5;8;12;3
356;1970;52;Universitario;Soltero;67384;Sin hijos;1;10/11/2012;32;957;40;175;158;53;107;2;7;8;5;5
357;1966;56;Universitario;Soltero;63810;Sin hijos;1;11/11/2012;45;977;12;253;16;12;101;4;4;3;12;8
358;1966;56;Universitario;Soltero;63810;Sin hijos;1;11/11/2012;45;977;12;253;16;12;101;4;4;3;12;8
359;1970;52;Universitario;Soltero;27242;Un hijo;0;11/11/2012;2;3;17;26;20;1;39;2;2;0;3;9
360;1972;50;Universitario;Casado;30675;Un hijo;0;12/11/2012;14;10;2;16;11;2;21;1;1;0;3;8
361;1988;34;Primario;Casado;15716;Un hijo;0;12/11/2012;8;16;5;30;8;7;26;3;3;0;4;8
362;1976;46;Universitario;Pareja;85606;Sin hijos;1;12/11/2012;89;717;42;864;219;30;84;2;6;7;9;3
363;1971;51;Universitario;Divorciado;55635;Sin hijos;1;13/11/2012;34;235;65;164;50;49;27;4;7;3;7;6
364;1976;46;Primario;Casado;7500;Sin hijos;0;13/11/2012;59;6;16;11;11;1;16;1;2;0;3;8
365;1984;38;Universitario;Pareja;35196;Un hijo;0;13/11/2012;68;75;12;141;43;39;187;6;6;1;5;8
366;1959;63;Universitario;Pareja;71706;Sin hijos;1;13/11/2012;16;931;56;253;91;98;14;4;9;5;7;5
367;1984;38;Universitario;Pareja;35196;Un hijo;0;13/11/2012;68;75;12;141;43;39;187;6;6;1;5;8
368;1957;65;Universitario;Soltero;64849;Sin hijos;0;13/11/2012;42;652;48;350;94;84;108;1;9;3;6;5
369;1980;42;Universitario;Pareja;69508;Un hijo;0;14/11/2012;48;824;32;162;42;32;43;2;11;4;11;6
370;1958;64;Universitario;Casado;65148;Sin hijos;1;16/11/2012;9;460;35;422;33;12;153;2;6;6;7;4
371;1963;59;Secundario;Soltero;46757;Sin hijos;1;16/11/2012;71;777;30;163;0;51;122;6;4;4;7;9
372;1962;60;Universitario;Pareja;72025;Sin hijos;0;17/11/2012;27;833;33;549;151;133;233;1;4;3;8;3
373;1982;40;Primario;Soltero;23616;Un hijo;0;17/11/2012;76;4;22;11;3;7;32;2;3;0;3;8
374;1971;51;Universitario;Casado;36715;Un hijo;0;17/11/2012;16;172;10;125;21;13;16;6;7;2;4;9
375;1969;53;Master;Viudo;67369;Sin hijos;1;17/11/2012;81;1298;0;70;37;14;42;4;7;4;10;4
376;1951;71;Master;Soltero;58217;Dos hijos;1;17/11/2012;84;68;1;13;3;5;13;1;2;0;4;6
377;1954;68;Universitario;Casado;46734;Sin hijos;1;18/11/2012;40;110;5;137;26;23;29;2;6;1;5;7
378;1955;67;Master;Pareja;82384;Sin hijos;0;19/11/2012;55;984;51;432;180;120;190;1;3;10;13;1
379;1957;65;Secundario;Casado;82384;Dos hijos;1;19/11/2012;4;230;42;192;49;37;53;12;7;2;8;9
380;1949;73;Secundario;Viudo;54356;Sin hijos;1;19/11/2012;62;710;15;30;20;0;0;3;11;2;8;8
381;1976;46;Universitario;Casado;58597;Un hijo;1;20/11/2012;20;490;0;184;10;28;21;12;7;4;9;7
382;1947;75;Primario;Pareja;28389;Sin hijos;0;20/11/2012;49;1;5;3;7;4;8;1;1;0;2;7
383;1968;54;Master;Divorciado;23748;Un hijo;0;21/11/2012;97;6;6;29;12;15;8;3;2;1;3;8
384;1977;45;Master;Casado;43263;Sin hijos;1;21/11/2012;2;262;6;61;0;10;102;3;5;2;6;5
385;1960;62;Universitario;Viudo;47916;Sin hijos;1;22/11/2012;72;505;0;26;0;0;75;5;7;4;6;6
386;1979;43;Secundario;Casado;31605;Un hijo;0;22/11/2012;15;74;0;42;2;1;6;2;2;1;4;7
387;1970;52;Universitario;Casado;69016;Sin hijos;1;22/11/2012;61;726;53;363;123;107;161;4;8;9;13;5
388;1978;44;Secundario;Casado;37717;Un hijo;0;23/11/2012;31;9;0;6;4;1;5;1;1;0;2;9
389;1969;53;Secundario;Casado;55212;Sin hijos;1;23/11/2012;65;1103;0;45;0;0;34;3;4;2;11;8
390;1978;44;Secundario;Casado;37717;Un hijo;0;23/11/2012;31;9;0;6;4;1;5;1;1;0;2;9
391;1972;50;Secundario;Casado;57091;Sin hijos;1;23/11/2012;82;462;0;24;6;0;4;2;9;2;5;7
392;1956;66;Master;Soltero;64857;Sin hijos;0;23/11/2012;78;556;14;717;210;0;43;1;7;5;10;4
393;1956;66;Master;Soltero;64857;Sin hijos;0;23/11/2012;78;556;14;717;210;0;43;1;7;5;10;4
394;1969;53;Secundario;Casado;55212;Sin hijos;1;23/11/2012;65;1103;0;45;0;0;34;3;4;2;11;8
395;1969;53;Universitario;Soltero;57731;Sin hijos;1;23/11/2012;0;266;21;300;65;8;44;4;8;8;6;6
396;1946;76;Secundario;Soltero;82800;Sin hijos;0;24/11/2012;23;1006;22;115;59;68;45;1;7;6;12;3
397;1954;68;Universitario;Soltero;22507;Sin hijos;0;24/11/2012;67;68;0;226;51;157;68;3;10;2;4;9
398;1946;76;Secundario;Soltero;82800;Sin hijos;0;24/11/2012;23;1006;22;115;59;68;45;1;7;6;12;3
399;1965;57;Universitario;Casado;73538;Sin hijos;1;25/11/2012;92;811;76;428;99;137;107;3;10;4;9;7
400;1976;46;Secundario;Casado;55424;Sin hijos;1;25/11/2012;6;462;61;184;10;53;107;4;7;5;9;6
401;1953;69;Secundario;Soltero;46231;Dos hijos;1;26/11/2012;87;189;2;55;0;5;12;4;6;1;4;9
402;1970;52;Universitario;Casado;63684;Sin hijos;1;26/11/2012;61;575;80;428;208;93;80;3;8;4;8;5
403;1952;70;Universitario;Soltero;72228;Sin hijos;0;27/11/2012;87;631;28;491;30;14;56;1;6;7;8;3
404;1984;38;Secundario;Soltero;42710;Un hijo;0;28/11/2012;38;252;3;42;4;3;102;2;4;5;3;6
405;1962;60;Universitario;Casado;55759;Sin hijos;1;28/11/2012;84;675;0;85;10;7;77;5;10;3;8;8
406;1991;31;Primario;Pareja;20193;Sin hijos;0;28/11/2012;18;8;8;22;24;11;9;1;1;1;4;4
407;1974;48;Universitario;Casado;40049;Sin hijos;1;29/11/2012;61;91;65;52;10;44;28;3;3;2;6;5
408;1972;50;Primario;Casado;24884;Un hijo;0;29/11/2012;32;3;6;7;0;0;3;1;0;0;3;7
409;1978;44;Universitario;Casado;65819;Sin hijos;0;29/11/2012;99;267;38;701;149;165;63;1;5;4;10;3
410;1975;47;Universitario;Casado;76068;Sin hijos;1;29/11/2012;67;1115;12;128;33;12;76;1;2;3;4;6
411;1955;67;Universitario;Pareja;59925;Sin hijos;1;30/11/2012;83;473;21;176;19;21;56;3;9;2;9;6
412;1975;47;Secundario;Soltero;52614;Sin hijos;1;1/12/2012;63;789;0;142;12;9;38;2;2;4;8;8
413;1975;47;Secundario;Soltero;52614;Sin hijos;1;1/12/2012;63;789;0;142;12;9;38;2;2;4;8;8
414;1965;57;Universitario;Casado;59754;Sin hijos;1;1/12/2012;96;115;27;44;4;146;139;3;5;2;6;5
415;1957;65;Universitario;Casado;52852;Sin hijos;1;1/12/2012;93;714;8;99;11;0;47;4;10;7;5;8
416;1960;62;Universitario;Soltero;48904;Sin hijos;1;2/12/2012;1;283;10;38;0;13;27;4;7;2;4;8
417;1964;58;Master;Soltero;63972;Sin hijos;1;2/12/2012;93;928;63;254;0;12;12;4;5;4;10;4
418;1976;46;Universitario;Divorciado;46310;Un hijo;0;3/12/2012;99;185;2;88;15;5;14;2;6;1;5;8
419;1994;28;Universitario;Soltero;95529;Sin hijos;0;3/12/2012;29;770;29;890;250;27;24;1;7;3;7;3
420;1966;56;Universitario;Pareja;70713;Sin hijos;1;3/12/2012;23;736;114;279;82;76;190;6;5;6;8;3
421;1992;30;Primario;Soltero;7500;Un hijo;0;3/12/2012;63;10;17;18;8;26;40;4;3;2;2;9
422;1986;36;Universitario;Casado;32880;Un hijo;0;4/12/2012;76;8;4;15;7;6;2;1;1;0;3;8
423;1978;44;Primario;Casado;12393;Sin hijos;0;4/12/2012;38;5;6;15;11;7;13;1;2;0;3;9
424;1983;39;Universitario;Casado;25271;Un hijo;0;5/12/2012;45;10;1;18;10;4;7;1;1;1;2;9
425;1962;60;Universitario;Soltero;66565;Sin hijos;1;5/12/2012;80;747;10;161;65;40;42;4;4;2;9;8
426;1974;48;Universitario;Pareja;56715;Sin hijos;0;5/12/2012;52;258;105;239;237;172;9;1;7;3;4;4
427;1984;38;Master;Soltero;31385;Un hijo;0;5/12/2012;56;3;2;12;0;1;9;1;1;0;2;8
428;1968;54;Universitario;Divorciado;75693;Sin hijos;0;6/12/2012;10;797;153;293;72;97;30;1;11;4;6;4
429;1962;60;Secundario;Pareja;31497;Sin hijos;1;6/12/2012;22;108;1;28;13;1;4;2;3;1;4;8
430;1962;60;Secundario;Pareja;31497;Sin hijos;1;6/12/2012;22;108;1;28;13;1;4;2;3;1;4;8
431;1960;62;Master;Casado;89058;Sin hijos;0;7/12/2012;18;454;194;106;31;22;43;1;5;4;4;2
432;1970;52;Universitario;Pareja;38200;Un hijo;1;7/12/2012;19;12;0;4;0;0;1;1;1;0;2;7
433;1963;59;Universitario;Pareja;56253;Sin hijos;1;7/12/2012;83;509;0;65;7;11;5;4;7;2;9;6
434;1975;47;Secundario;Casado;76618;Sin hijos;0;7/12/2012;64;749;40;294;121;160;147;1;3;2;5;1
435;1963;59;Primario;Pareja;14918;Sin hijos;1;7/12/2012;52;3;3;3;15;4;15;1;1;0;3;6
436;1957;65;Secundario;Pareja;6835;Sin hijos;1;8/12/2012;76;107;2;12;2;2;12;0;0;0;1;20
437;1952;70;Universitario;Divorciado;51537;Sin hijos;1;9/12/2012;27;787;20;204;0;0;92;3;2;2;11;8
438;1948;74;Secundario;Casado;61467;Sin hijos;2;9/12/2012;69;410;16;114;0;5;49;3;5;2;10;5
439;1969;53;Secundario;Casado;51039;Un hijo;1;10/12/2012;11;100;64;79;65;0;109;2;6;2;4;7
440;1978;44;Universitario;Pareja;41580;Un hijo;1;10/12/2012;15;56;5;24;4;0;3;3;2;1;3;5
441;1973;49;Primario;Casado;18978;Un hijo;0;11/12/2012;41;2;8;1;4;7;15;1;1;0;3;8
442;1958;64;Universitario;Pareja;28087;Un hijo;1;11/12/2012;77;53;8;17;13;0;21;3;2;2;2;7
443;1975;47;Primario;Casado;57036;Sin hijos;1;11/12/2012;33;1171;43;219;19;14;47;4;6;3;13;9
444;1980;42;Secundario;Casado;43974;Un hijo;0;12/12/2012;19;378;0;101;0;0;72;5;6;4;6;7
445;1969;53;Secundario;Casado;68462;Sin hijos;0;12/12/2012;6;561;64;785;84;128;48;1;3;3;8;1
446;1954;68;Universitario;Viudo;27421;Sin hijos;0;12/12/2012;14;43;12;96;78;40;55;3;4;1;6;7
447;1975;47;Master;Casado;92163;Sin hijos;0;12/12/2012;25;817;183;797;106;163;20;0;5;11;5;2
448;1972;50;Secundario;Soltero;55260;Sin hijos;1;12/12/2012;81;825;8;53;11;0;242;2;8;10;5;6
449;1969;53;Universitario;Casado;48752;Un hijo;1;12/12/2012;8;73;57;100;71;15;0;5;6;1;5;9
450;1972;50;Primario;Pareja;46344;Sin hijos;1;14/12/2012;28;233;20;57;8;20;91;4;7;1;5;7
451;1992;30;Primario;Casado;87000;Sin hijos;0;15/12/2012;61;196;25;607;67;17;49;1;4;6;7;2
452;1970;52;Universitario;Divorciado;72967;Sin hijos;1;15/12/2012;1;158;35;179;0;0;125;2;7;2;8;5
453;1948;74;Secundario;Casado;83837;Sin hijos;0;16/12/2012;79;847;66;119;86;89;111;1;9;10;5;4
454;1959;63;Universitario;Divorciado;61250;Sin hijos;1;16/12/2012;49;382;138;65;60;26;59;6;5;2;12;5
455;1980;42;Universitario;Pareja;44964;Un hijo;1;16/12/2012;35;19;1;17;2;0;2;1;1;0;3;8
456;1971;51;Primario;Casado;78041;Sin hijos;0;16/12/2012;93;482;35;553;72;160;17;1;4;4;9;2
457;1979;43;Primario;Soltero;20194;Un hijo;0;17/12/2012;64;0;4;7;11;10;15;2;2;0;3;6
458;1977;45;Universitario;Soltero;28769;Un hijo;0;18/12/2012;76;41;5;129;10;3;3;3;4;1;4;9
459;1962;60;Universitario;Divorciado;39552;Un hijo;1;18/12/2012;54;165;3;147;4;24;41;7;6;2;5;8
460;1977;45;Universitario;Divorciado;40246;Un hijo;0;19/12/2012;68;2;1;6;2;1;1;1;1;0;2;6
461;1978;44;Universitario;Soltero;38557;Un hijo;0;19/12/2012;17;76;3;31;4;4;27;2;3;1;3;7
462;1965;57;Master;Casado;74806;Sin hijos;1;19/12/2012;1;670;9;249;0;28;9;2;5;4;5;4
463;1993;29;Universitario;Soltero;79244;Sin hijos;0;19/12/2012;58;471;102;125;212;61;245;1;4;10;7;1
464;1954;68;Universitario;Pareja;36807;Un hijo;1;20/12/2012;88;4;2;5;0;0;5;1;1;0;2;6
